Lat Long,Emotion
"49.83,-97.03",1
"43.68,-79.52",1
"53.46,-113.57",1
"-19.28,146.79",1
"-19.27,146.75",1
"49.86,-97.08",1
"50.49,-104.67",1
"49.07,-122.31",1
"43.61,-79.7",1
"49.85,-97.07",1
"49.62,-116.96",1
"43.87,-79.23",1
"43.76,-79.36",1
"49.85,-119.61",1
"-27.96,153.41",1
"-27.92,153.34",1
"53.82,-101.24",1
"53.48,-113.67",1
"-34.4,150.88",1
"43.67,-79.71",1
"49.15,-123.08",1
"-34.42,150.88",1
"53.9,-110.9",1
"49.27,-122.82",1
"50.94,-114.11",1
"46.88,-71.21",1
"53.85,-122.76",1
"47.63,-52.66",1
"44.69,-63.66",1
"52.13,-106.74",1
"38.85,-104.81",1
"45.5,-73.48",1
"46.84,-71.24",1
"49.04,-123.83",1
"51.06,-114.11",1
"43.89,-79.28",1
"43,-81.25",1
"51.12,-114.16",1
"36.05,-115.25",1
"-34.48,150.34",1
"51.04,-113.97",1
"41.17,-87.87",1
"40.41,-86.81",1
"48.41,-89.35",1
"43.93,-78.68",1
"49.22,-122.89",1
"43.62,-79.48",1
"43.71,-79.76",1
"-27.66,152.91",1
"43.65,-79.41",1
"55.34,86.15",1
"-34.15,138.75",1
"55.35,86.09",1
"-34.81,138.59",1
"-28.08,153.44",1
"-34.9,138.58",1
"49,-123.04",1
"-34.9,138.59",1
"49.86,-97.17",1
"-27.42,153.01",1
"-27.41,152.92",1
"-34.91,138.57",1
"43.7,-79.34",1
"-34.91,138.56",1
"39.27,-76.59",1
"35.18,-80.77",1
"44.5,-79.7",1
"53.5,-113.57",1
"53.5,-113.62",1
"52.26,-113.81",1
"33.49,-111.92",1
"42,-87.81",1
"33.51,-111.92",1
"33.51,-111.93",1
"33.52,-111.92",1
"33.64,-84.42",1
"33.81,-84.33",1
"-33.91,151.26",1
"41.98,-87.82",1
"43.21,-79.61",1
"46.28,-63.18",1
"-27.54,152.34",1
"44,-79.49",1
"49.04,-122.26",1
"-23.56,-46.64",1
"42.29,-82.99",1
"35.74,51.37",1
"35.76,51.35",1
"-37.78,145.02",1
"52.17,-106.63",1
"-37.79,145.03",1
"53.48,-113.66",1
"47.35,7.9",1
"50.25,-119.31",1
"47.54,7.59",1
"-27.4,152.94",1
"41.1,-73.51",1
"49.93,-119.4",1
"-33.68,151.3",1
"-33.75,151.12",1
"-33.75,151.15",1
"60.75,-135.1",1
"45.46,-73.61",1
"-35.64,149.81",1
"45.63,-74.03",1
"49.75,-96.68",1
"51.06,-115.36",1
"-37.84,145.21",1
"45.12,-75.71",1
"51.08,-114.26",1
"43.69,-79.32",1
"-27.41,153.07",1
"-37.66,144.84",1
"29.18,-82.16",1
"36.13,-95.94",1
"45.8,-74.05",1
"-27.49,153.16",1
"45.35,-63.28",1
"40.66,19.45",1
"44.98,-93.23",1
"49.69,-123.15",1
"49.21,-124.01",1
"-27.5,153.1",1
"43.64,-72.25",1
"43.34,-80.29",1
"-36.86,174.73",1
"45.96,-66.63",1
"46.78,-71.27",1
"10.33,123.91",1
"45.58,-73.55",1
"-33.94,151.18",1
"-30.53,151.61",1
"31.1,-97.43",1
"-30.51,151.64",1
"31.1,-97.42",1
"42.42,-82.19",1
"-30.5,151.64",1
"42.41,-82.19",1
"-30.48,151.63",1
"53.33,-6.36",1
"53.34,-6.36",1
"55.17,-118.74",1
"55.14,-118.84",1
"-37.71,144.88",1
"-31.94,115.95",1
"-30.78,121.47",1
"-30.78,121.45",1
"-36.74,174.72",1
"-30.74,121.46",1
"-36.77,174.74",1
"43.9,-78.96",1
"-37.93,145.03",1
"-37.84,145.07",1
"130.88,-12.37",1
"-37.83,145.05",1
"60.18,23.97",1
"48.39,-89.27",1
"-12.37,130.89",1
"-37.88,145.16",1
"-36.84,143.98",1
"51.61,7.14",1
"-36.84,144.36",1
"49.88,-97.27",1
"-36.81,144.4",1
"50.77,-113.93",1
"50.72,-113.97",1
"51.38,-1.33",1
"51.39,-1.32",1
"50.7,-113.97",1
"53.82,-1.53",1
"50.7,-113.94",1
"50.14,-113.62",1
"45.44,-73.46",1
"-23.37,150.51",1
"45.43,-73.46",1
"40.31,-3.85",1
"41.47,-8.25",1
"51.16,-114.15",1
"51.51,-0.13",1
"45.55,-73.76",1
"45.54,-75.29",1
"10.48,-66.77",1
"53.44,-113.58",1
"46.76,-71.36",1
"-28.11,153.45",1
"-37.07,144.22",1
"-33.77,150.82",1
"45.58,-73.44",1
"-31.97,115.93",1
"43.3,-80.25",1
"43.56,-79.7",1
"40.25,-75.23",1
"-15.86,-47.81",1
"40.1,-76.34",1
"-15.75,-47.88",1
"51.01,-113.97",1
"43.85,-79.54",1
"53.77,-113.6",1
"51.42,7.04",1
"51.42,7.03",1
"53.52,-113.55",1
"51.44,7.08",1
"39.08,-77.15",1
"-37.61,143.86",1
"-32.41,151.97",1
"49.59,6.12",1
"-32.75,151.74",1
"43.25,-79.93",1
"27.9,-82.53",1
"43.85,-80.96",1
"-32.94,151.7",1
"-14.53,132.46",1
"-14.5,132.16",1
"-14.49,132.17",1
"-14.47,132.28",1
"46.42,-63.7",1
"34.82,-89.23",1
"46.4,-63.69",1
"43.1,-80.29",1
"47.15,-55.17",1
"-27.24,153.01",1
"50.47,-104.65",1
"-27.22,153.01",1
"-27.22,153",1
"43.39,-80.34",1
"43.78,-79.73",1
"-35.32,149.08",1
"45.5,-75.41",1
"-19.32,146.74",1
"52.79,-3.07",1
"44.06,-79.44",1
"45.54,-73.63",1
"44.06,-79.45",1
"41.83,12.46",1
"14.39,121.03",1
"14.55,121.02",1
"45.43,-73.59",1
"14.55,121.01",1
"53.04,-113.97",1
"49.86,-97.22",1
"14.54,121.01",1
"14.52,121.01",1
"43.61,-79.54",1
"43.63,-79.61",1
"14.5,121.03",1
"43.64,-79.61",1
"51.78,0.15",1
"34.02,-6.84",1
"33.96,-6.85",1
"44.03,-77.85",1
"43.44,-79.68",1
"46.26,-63.16",1
"33.95,-6.86",1
"50.47,-104.69",1
"43.83,-80.54",1
"36.83,50.83",1
"44.24,-76.56",1
"44.25,-76.61",1
"35.99,-95.8",1
"44.22,-76.52",1
"36,-96.01",1
"46.32,-75.5",1
"44.27,-78.29",1
"44.28,-78.29",1
"44.65,-63.63",1
"51.46,-0.32",1
"44.66,-63.55",1
"-28.11,153.39",1
"51.3,-114.02",1
"49.09,-122.8",1
"-31.97,115.79",1
"-31.94,115.75",1
"45.35,-75.75",1
"40.76,-111.95",1
"45.37,-75.62",1
"40.74,-111.85",1
"51.04,-114.15",1
"43.75,-79.2",1
"45.03,-76.17",1
"39.7,-104.98",1
"44.78,-75.5",1
"-37.73,144.88",1
"35.35,132.74",1
"43.72,-79.25",1
"44.6,-75.67",1
"46.52,-84.31",1
"46.65,-84.31",1
"49.24,-123.06",1
"43.9,-79.05",1
"43.69,-79.36",1
"44.64,-63.58",1
"45.4,-73.56",1
"46.36,-72.51",1
"50.9,-97.23",1
"54.01,-124.01",1
"43.82,-79.4",1
"45.98,-66.66",1
"43.69,-79.82",1
"43.02,-81.18",1
"45.35,-75.98",1
"49.35,-121.46",1
"49.36,-121.47",1
"37.13,-3.67",1
"41.65,-0.91",1
"49.3,-123.07",1
"-27.95,153.4",1
"-27.94,153.41",1
"-27.93,153.39",1
"41.6,-0.82",1
"-27.87,153.35",1
"41.59,-0.82",1
"-27.59,153.11",1
"2.74,101.68",1
"35.58,45.38",1
"52.11,-106.6",1
"52.14,-106.35",1
"46.25,-63.1",1
"46.23,-63.11",1
"31.11,-97.42",1
"31.09,-97.37",1
"51.07,-113.95",1
"51.07,-113.96",1
"59.37,24.68",1
"43.6,-80.63",1
"43.85,-81.59",1
"49.12,-122.67",1
"45.39,-75.8",1
"42.3,-82.88",1
"45.53,-73.66",1
"44.65,-63.64",1
"46.36,-72.56",1
"53.55,-113.26",1
"49.01,-118.23",1
"49.81,-119.41",1
"49.89,-119.4",1
"41.65,-0.93",1
"51.54,-0.31",1
"51.55,-0.31",1
"54.98,9.5",1
"59.39,24.7",1
"37.39,-5.99",1
"45.48,-73.58",1
"50.41,-104.53",1
"41.67,-72.95",1
"59.34,10.87",1
"44.65,-79.91",1
"59.22,10.93",1
"59.21,10.95",1
"50.21,-66.37",1
"-27.59,151.94",1
"-30.5,151.65",1
"-32.93,151.66",1
"45.35,-73.73",1
"44.56,-78.45",1
"9.99,-84.2",1
"9.94,-84.38",1
"49.88,-97.2",1
"40.37,-79.76",1
"43.59,-79.52",1
"43.75,-79.22",1
"43.5,-65.47",1
"45.66,25.6",1
"49.21,-123.11",1
"52.29,4.95",1
"52.33,4.92",1
"-33.93,18.69",1
"-33.92,18.69",1
"45.51,-73.57",1
"45.35,-75.65",1
"53.56,-113.49",1
"59.43,24.71",1
"59.43,24.62",1
"59.3,18.07",1
"24.78,46.7",1
"51.58,-0.21",1
"52.23,-113.76",1
"40.49,-86.91",1
"53.51,-113.39",1
"53.55,-113.28",1
"40.46,-86.92",1
"40.44,-86.94",1
"42.32,-82.95",1
"25.03,55.16",1
"24.52,54.4",1
"43.9,-78.94",1
"50.77,-119",1
"31.25,34.78",1
"50.14,-101.67",1
"50.15,-101.34",1
"38.54,-0.17",1
"45.57,-73.54",1
"43.77,-79.28",1
"51.13,-114.19",1
"38.53,-0.17",1
"58.4,13.83",1
"38.98,-77.52",1
"43.16,-79.24",1
"45.31,-66.19",1
"58.39,13.84",1
"-25.28,-57.63",1
"-57.63,-25.28",1
"11.23,-74.17",1
"53.92,-122.8",1
"43.85,-79.55",1
"33.79,-84.71",1
"48.16,11.57",1
"43.21,-79.6",1
"44.61,-63.44",1
"44.61,-63.45",1
"47.59,7.61",1
"33.78,-84.7",1
"49.17,-123.08",1
"49.18,-123.08",1
"44.7,-76.18",1
"48.23,-79.02",1
"48.24,-79.03",1
"36.99,-3.55",1
"43.61,-79.78",1
"20.69,-103.38",1
"44.49,-80.04",1
"49.22,-122.53",1
"49.22,-123",1
"-23.45,150.45",1
"45.49,-75.63",1
"44.7,-63.69",1
"41.71,-88.02",1
"41.88,-88",1
"39.19,-0.5",1
"42.95,-78.97",1
"30.43,-91.08",1
"30.41,-91.05",1
"40.43,-3.71",1
"40.52,-3.68",1
"42.33,-3.69",1
"30.4,-91.02",1
"1.29,103.85",1
"37.38,-6.08",1
"48.09,-77.81",1
"52.66,-106.32",1
"45.39,-75.68",1
"43.34,-80.28",1
"43.39,-80.27",1
"43.73,-79.75",1
"27.08,58.06",1
"53.55,-113.49",1
"27.01,58.03",1
"29.62,-98.6",1
"29.62,-98.61",1
"51.5,-107.06",1
"34.01,-118.29",1
"51.85,-105.34",1
"47.52,-52.86",1
"45.12,-77.97",1
"29.61,-98.6",1
"-0.12,51.5",1
"45.32,-66.07",1
"45.61,-73.62",1
"-0.22,51.1",1
"-27.47,153.07",1
"-0.36,51.04",1
"-33.87,151.1",1
"-33.86,151.1",1
"-33.85,151.08",1
"-33.85,151.15",1
"51.46,5.54",1
"-33.7,151.1",1
"51.45,5.55",1
"44.46,-64.37",1
"53.89,-110.9",1
"-35,138.57",1
"43.69,-79.42",1
"49.87,-97.3",1
"45.45,-73.29",1
"44.51,-63.93",1
"49.28,-121.92",1
"44.65,-63.62",1
"53.48,-2.23",1
"49.21,-122.93",1
"41.79,44.73",1
"53.11,-2.03",1
"44.76,-81.28",1
"43.9,-79.26",1
"-34.58,-58.51",1
"-34.58,-58.53",1
"50.47,-104.68",1
"47.06,-79.78",1
"49.96,-97.02",1
"43.33,-79.82",1
"51.49,-0.08",1
"53.47,-113.38",1
"44.39,-79.68",1
"44.39,-79.69",1
"44.52,-80",1
"58.09,27.46",1
"-37.68,145.02",1
"-37.7,145.01",1
"34.66,133.92",1
"33.27,-111.72",1
"33.28,-111.71",1
"-27.49,152.69",1
"29.55,-98.4",1
"50.75,-120.35",1
"-27.51,152.67",1
"49,-122.73",1
"43.62,-79.57",1
"41.37,2.07",1
"45.33,-65.82",1
"36.66,-4.55",1
"39.96,-0.05",1
"46.86,-71.61",1
"49.22,-122.99",1
"49.26,-123.13",1
"39.52,-0.41",1
"42.26,-83.03",1
"45.04,-79.31",1
"42.04,-82.59",1
"43.44,-80.51",1
"48.38,-89.29",1
"49.85,-97.14",1
"39.52,-0.42",1
"49.85,-97.11",1
"49.86,-97.07",1
"152.99,-25.92",1
"-34.05,151.07",1
"-34.05,151.08",1
"-34.02,151.1",1
"-34.02,151.08",1
"132.34,34.36",1
"39.27,-76.76",1
"35.02,135.79",1
"35,135.81",1
"-37.79,145.29",1
"49.13,-123.13",1
"34.99,135.78",1
"34.88,135.8",1
"51.92,-106.43",1
"34.68,135.84",1
"-37.85,144.87",1
"-37.75,145.16",1
"46.78,-71.24",1
"43.86,-79.04",1
"-33.86,151.16",1
"34.68,135.79",1
"-33.71,150.96",1
"48,-66.38",1
"34.54,133.64",1
"34.48,135.82",1
"43.85,-79.51",1
"44.75,-79.33",1
"49.27,-123.05",1
"43.39,-79.82",1
"46.87,-71.44",1
"34.47,132.44",1
"34.46,135.82",1
"34.39,132.47",1
"-29.68,152.93",1
"42.87,-79.26",1
"43.39,-79.79",1
"34.36,132.37",1
"43.75,-79.74",1
"34.36,132.38",1
"44.05,-79.46",1
"49.74,-96.87",1
"50.46,-111.83",1
"43.09,-76.07",1
"34.36,132.36",1
"-24.86,152.35",1
"45.02,-74.71",1
"-24.87,152.37",1
"50.91,-113.99",1
"43.03,-80.87",1
"50.04,36.19",1
"60.28,24.94",1
"28.48,-16.31",1
"53.4,-113.57",1
"28.11,-16.73",1
"-35.24,149.1",1
"28.08,-16.55",1
"45.38,-75.83",1
"51.03,-114.22",1
"53.51,-113.32",1
"50.3,-119.27",1
"59.12,11.35",1
"45.32,-75.79",1
"43.39,-80.45",1
"43.85,-79.29",1
"-37.69,145.05",1
"43.64,-79.73",1
"45.67,-73.89",1
"43.61,-79.6",1
"43.68,-79.43",1
"-37.69,145.08",1
"-37.71,145.04",1
"46.13,-60.21",1
"33.18,-96.75",1
"-37.82,144.97",1
"51.2,-114.5",1
"107.04,-6.29",1
"43.85,-79.42",1
"42.13,-82.74",1
"42.91,-71.44",1
"34.13,-118.64",1
"-27.64,153.11",1
"45.6,-73.71",1
"35.2,-80.7",1
"49.08,-122.58",1
"52.21,0.16",1
"49.16,-122.69",1
"49.27,-122.75",1
"-37.99,145.18",1
"-19.3,146.8",1
"40.39,-3.67",1
"59.43,24.75",1
"43.14,-79.26",1
"45.59,-73.69",1
"49.31,-117.66",1
"32.16,-95.29",1
"59.43,24.73",1
"45.47,-73.86",1
"44.19,-77.05",1
"50.27,-66.42",1
"30.62,-97.86",1
"53.9,-122.78",1
"42.98,-81.24",1
"43.04,-76.13",1
"49.18,-122.8",1
"51.25,-114.03",1
"45.69,-73.43",1
"43.76,-79.22",1
"49.19,-68.25",1
"49.99,-110.73",1
"49.23,-123.98",1
"49.22,-124.8",1
"-20.74,116.81",1
"39.1,117.17",1
"45.17,-75.62",1
"-37.81,145.02",1
"-69.96,41.69",1
"44.32,-79.61",1
"46.32,-79.42",1
"-71.09,42.3",1
"52.51,13.53",1
"37.74,112.71",1
"35.68,139.69",1
"35.68,139.7",1
"35.69,139.7",1
"35.7,139.7",1
"35.71,139.7",1
"-71.09,42.34",1
"39.04,-76.48",1
"-32.03,115.83",1
"20.6,72.91",1
"20.61,72.92",1
"-32.04,115.85",1
"49.2,-122.78",1
"49.2,-122.9",1
"-27.61,153.1",1
"47.04,-70.88",1
"49.83,-97.07",1
"43.67,-79.46",1
"53.51,-113.46",1
"53.51,-113.45",1
"39.95,116.36",1
"43.98,-79.47",1
"32.85,-96.76",1
"42.99,-79.27",1
"43,-79.28",1
"40.5,-86.9",1
"50.92,-113.96",1
"40.41,-86.83",1
"53.7,-112.99",1
"49.21,-122.9",1
"43.38,-79.72",1
"40.38,-86.83",1
"-86.8,40.42",1
"47.52,-122.06",1
"22.53,114",1
"-36.72,174.74",1
"22.54,113.91",1
"22.54,113.94",1
"22.54,113.96",1
"44.05,-79.5",1
"43.65,-79.64",1
"43.52,-79.83",1
"-36.96,174.93",1
"51.04,-114.18",1
"-36.97,174.93",1
"43.8,-79.46",1
"45.35,-122.84",1
"-122.84,45.35",1
"39.45,-87.33",1
"145.15,-38.19",1
"49.7,-112.8",1
"21.25,73.3",1
"45.49,-73.5",1
"45.49,-75.69",1
"43.71,-79.28",1
"43.41,-80.5",1
"44.32,-76.46",1
"47.69,-122.29",1
"21.12,72.85",1
"45.65,-73.56",1
"38.89,-77.07",1
"53.43,-113.49",1
"40.5,-74.82",1
"-37.66,144.83",1
"44.59,-80.95",1
"-16.71,-49.23",1
"-16.71,-49.25",1
"51.3,-113.86",1
"49.3,-122.96",1
"45.21,-72.81",1
"45.71,-74.13",1
"149.06,-35.22",1
"43.61,-79.74",1
"21.17,72.79",1
"149.06,-35.23",1
"-35.27,149.07",1
"34.67,135.1",1
"34.68,135.17",1
"34.69,135.19",1
"-34.18,-70.72",1
"34.72,135.25",1
"39.31,-120.55",1
"45.5,-122.64",1
"33.78,-118.15",1
"45.52,-122.68",1
"47.57,-122.33",1
"49.17,-123.13",1
"-84.66,39.19",1
"152.88,-27.37",1
"50.71,-121.91",1
"23.05,74.9",1
"43.73,-79.59",1
"48.64,-72.44",1
"152.78,-27.32",1
"149.18,-21.13",1
"22.96,72.64",1
"40.4,-3.69",1
"53.51,-113.59",1
"22.27,70.76",1
"18.14,-67.12",1
"-27.6,151.92",1
"28.44,-16.29",1
"53.99,-111.28",1
"38.63,-90.48",1
"43.75,-79.32",1
"42.95,-81.39",1
"37.07,-76.36",1
"46.69,-71.32",1
"9.38,51.77",1
"54.52,-128.6",1
"43.71,-79.26",1
"50.97,-114.07",1
"43.25,-79.9",1
"43.78,-79.44",1
"49.9,-97.12",1
"49.14,-123.12",1
"-70.41,19.29",1
"49.04,-122.78",1
"153.04,-27.46",1
"42.34,-71.09",1
"47.51,-53.67",1
"-12.09,-77",1
"22.94,76.03",1
"34.72,-85.97",1
"-12.09,-77.02",1
"-33.66,151.24",1
"49.05,-122.82",1
"-33.76,151.14",1
"55.03,-119.73",1
"23.07,72.54",1
"40.46,-3.7",1
"21.21,72.78",1
"40.55,-80.11",1
"144.96,-37.77",1
"144.94,-37.81",1
"55.18,-118.8",1
"-35.32,149.09",1
"144.66,-37.55",1
"-35.16,149.1",1
"144.34,-36.78",1
"45.39,-75.73",1
"144.27,-36.75",1
"50.11,-100.03",1
"48.47,-123.3",1
"-36.75,144.29",1
"144.99,-37.77",1
"-37.76,144.99",1
"152.99,-27.31",1
"-27.47,153.09",1
"2.22,41.45",1
"-27.13,153",1
"27.99,-15.37",1
"49.91,-97.18",1
"53.85,-9.3",1
"42.33,-82.93",1
"21.21,72.87",1
"34.1,-118.14",1
"-33.65,151.32",1
"-33.74,150.68",1
"-33.77,150.99",1
"37.57,-4.64",1
"42.96,-82.38",1
"40.48,-88.94",1
"45.62,-73.44",1
"40.04,-76.28",1
"39.46,-0.33",1
"22.97,72.37",1
"41.63,2.35",1
"45.53,-73.88",1
"43.19,-79.24",1
"49.24,-123.02",1
"49.67,-124.93",1
"35.15,-90.16",1
"37.76,-122.42",1
"42,-4.53",1
"-68.1,-16.52",1
"23.16,72.8",1
"18.28,-66.84",1
"51.12,-114.24",1
"-27.4,153.03",1
"-12.11,-76.98",1
"47.68,-122.34",1
"53.77,-113.63",1
"47.64,-122.3",1
"17.45,78.41",1
"42.71,-73.2",1
"-0.28,-78.34",1
"40.75,-73.98",1
"43.79,-79.34",1
"49.88,-97.31",1
"49.88,-97.3",1
"41.1,-74",1
"-27.35,153.01",1
"-38.01,145.27",1
"-37.98,145.03",1
"41.09,-74",1
"42.79,-1.69",1
"-37.78,145.12",1
"33.9,-83.99",1
"-38.19,145.5",1
"22.99,72.62",1
"45.58,-73.54",1
"-17.08,145.78",1
"-36.86,174.76",1
"-17,145.73",1
"52.49,4.96",1
"-16.93,145.72",1
"51.18,-114.11",1
"53.57,-113.41",1
"52.36,4.6",1
"21.2,72.79",1
"52.16,4.47",1
"43.8,-79.4",1
"48.92,2.34",1
"41.88,12.47",1
"43.67,-79.35",1
"51.43,5.49",1
"-32.92,151.73",1
"41.89,12.47",1
"-34.58,138.74",1
"51.09,-114.11",1
"-23.53,148.14",1
"47.68,-70.36",1
"49.1,-122.84",1
"22.37,73.15",1
"24.62,79.49",1
"50.88,-113.97",1
"17.12,48.14",1
"52.33,-114.77",1
"59.38,10.41",1
"51.8,-0.65",1
"52.5,13.42",1
"59.38,10.4",1
"-27.58,153.08",1
"52.24,20.92",1
"53.69,-1.5",1
"-25.27,152.75",1
"39.71,-86.08",1
"53.69,-113.23",1
"-28.11,153.46",1
"51.41,0.12",1
"49.26,-123.25",1
"-27.44,152.94",1
"42.7,-88.98",1
"44.6,10.87",1
"43.79,11.23",1
"153.29,-27.92",1
"-37.77,175.23",1
"43.25,11.82",1
"-79.92,41.36",1
"37.81,-122.31",1
"37.85,-122.24",1
"37.87,-122.3",1
"-79.93,41.37",1
"49.19,-122.55",1
"53.47,-113.55",1
"53.59,-113.39",1
"-32.36,115.76",1
"-27.25,153.08",1
"-27.21,153.06",1
"-36.31,146.84",1
"56.37,-3.84",1
"56.38,-3.84",1
"52.66,-8.6",1
"153.09,-27.56",1
"36.03,-115.13",1
"-28,153.31",1
"151.22,-33.89",1
"43.81,-79.28",1
"-34.9,150.6",1
"42.32,-82.93",1
"44.68,-63.58",1
"-35.7,150.17",1
"-27.4,152.92",1
"38.78,-9.32",1
"38.77,-9.31",1
"49.23,-123.11",1
"22.26,70.77",1
"35.62,139.72",1
"44.68,9.08",1
"23.16,72.64",1
"23.18,72.65",1
"23.25,72.64",1
"38.77,-9.3",1
"49.34,-123.21",1
"51.15,-114.23",1
"-35.42,149.09",1
"52.21,0.13",1
"51.51,-0.36",1
"51.51,-0.08",1
"50.63,-120.36",1
"44.63,-65.53",1
"51.47,-0.48",1
"-34.79,138.66",1
"-27.34,153.02",1
"22.56,72.91",1
"-27.66,153.17",1
"-37.77,144.88",1
"-27.64,153.18",1
"-27.64,153.17",1
"-37.81,145.21",1
"-27.58,153.1",1
"-27.49,153.12",1
"-37.85,145.12",1
"40.92,9.5",1
"151.17,-33.89",1
"151.16,-33.89",1
"151.16,-33.9",1
"50.02,-119.41",1
"49.48,-113.95",1
"49.49,-113.95",1
"-28.68,153.6",1
"151.15,-33.89",1
"41.3,-73.08",1
"22.26,70.79",1
"22.28,70.8",1
"13.74,100.53",1
"-35.21,149.01",1
"54.22,-1.33",1
"45.06,-64.46",1
"-35.25,149.13",1
"-35.28,149.15",1
"54.73,25.25",1
"-35.3,149.1",1
"-35.43,149.11",1
"-35.37,149.09",1
"-35.71,150.19",1
"-35.34,149.09",1
"52.14,21.05",1
"-33.8,151.18",1
"-27.51,152.95",1
"-27.57,153.01",1
"-27.58,152.92",1
"52.11,-106.58",1
"-27.52,152.94",1
"-27.22,153.08",1
"-31.09,150.94",1
"52.25,-0.94",1
"-27.27,153.07",1
"52.26,-0.9",1
"55.96,-3.14",1
"-33.46,151.38",1
"49.25,-53.49",1
"153.08,-27.56",1
"138.72,-35",1
"42.84,-80.49",1
"45.03,-76.16",1
"44.27,-76.45",1
"138.63,-34.95",1
"13.72,100.53",1
"32.33,15.11",1
"8.03,98.82",1
"-35.46,149.1",1
"-21.04,149.17",1
"-21.13,149.16",1
"-33.73,150.92",1
"-33.71,150.92",1
"46.69,-71.58",1
"42.9,-79.23",1
"-21.15,149.15",1
"22.97,76.05",1
"45.99,-66.75",1
"45.99,-66.76",1
"42.94,-81.2",1
"-27.12,152.97",1
"-27.5,153.02",1
"-28.08,153.45",1
"17.94,102.63",1
"17.95,102.63",1
"-33.88,151.26",1
"17.96,102.61",1
"17.96,102.6",1
"17.96,102.62",1
"54.66,25.23",1
"54.71,25.25",1
"45.54,-73.57",1
"10.02,53.58",1
"51.46,-0.48",1
"51.48,-0.29",1
"40.68,-89.58",1
"45.41,-65.97",1
"24.05,75.24",1
"46.71,-64.4",1
"46.8,-71.22",1
"-34.04,151.11",1
"-34.04,151.1",1
"-34.05,151.15",1
"46.51,-84.3",1
"21.16,72.91",1
"-34.05,151.11",1
"24,73.35",1
"24,73.36",1
"43.2,-79.92",1
"22.3,73.18",1
"-34.05,151.12",1
"45.25,-74.13",1
"45.27,-74.13",1
"-36.79,174.69",1
"-26.49,153.07",1
"151.94,-27.55",1
"151.93,-27.52",1
"54.69,25.28",1
"54.73,25.27",1
"52.4,-114.91",1
"45.37,-73.49",1
"43.5,-80.55",1
"43.82,-79.02",1
"33.89,35.48",1
"33.88,35.51",1
"-27.51,152.98",1
"45.08,11.59",1
"14.25,121.12",1
"23.01,72.59",1
"24.69,46.67",1
"-27.96,153.33",1
"-33.94,151.19",1
"54.78,24.67",1
"-42.1,148.26",1
"-42.23,148.02",1
"54.17,24.25",1
"153.08,-27.55",1
"47.51,-79.84",1
"153.06,-27.57",1
"43.91,-80.12",1
"43.91,-80.11",1
"43.91,-80.09",1
"153.03,-27.56",1
"43.68,-79.42",1
"54.58,25.29",1
"54.59,25.28",1
"153.03,-27.62",1
"42.09,-82.46",1
"43.22,-79.81",1
"47.66,-70.27",1
"43.86,-79.53",1
"33.58,-7.66",1
"43.8,-79.56",1
"53.47,-113.54",1
"47.49,-52.99",1
"47.5,-53",1
"-27.9,153.3",1
"153.02,-27.57",1
"44.26,-80.7",1
"39.97,-84.2",1
"40.76,-98.58",1
"42,-83.31",1
"45.02,-79.63",1
"55.7,21.14",1
"45.42,-75.67",1
"45.81,-64.2",1
"-27.57,153.05",1
"47.7,-65.7",1
"-27.68,152.92",1
"33.85,35.53",1
"33.86,35.52",1
"-27.72,153.03",1
"43.54,-79.67",1
"45.53,-122.66",1
"-34.94,138.58",1
"-6.16,106.84",1
"43.04,-82.18",1
"43.53,-79.87",1
"-27.57,153",1
"-27.67,153.14",1
"-32.12,115.78",1
"-42.85,147.29",1
"50.78,-104.93",1
"-42.86,147.3",1
"35.89,-106.32",1
"39.9,-105.09",1
"39.9,-105.08",1
"53.51,-113.58",1
"53.51,-113.26",1
"-106.29,35.89",1
"45.77,-74.02",1
"-27.07,153.15",1
"153.46,-28.1",1
"21.2,72.86",1
"42.98,-81.29",1
"43.74,-79.22",1
"44.83,-93.44",1
"44.84,-93.44",1
"153.44,-28.09",1
"46.25,-63.19",1
"46.3,-63.21",1
"49.87,-113.16",1
"35.1,-106.61",1
"51.01,-113.99",1
"48.44,-68.5",1
"45.52,-73.78",1
"43.56,-79.75",1
"44.98,-64.92",1
"-32.89,151.74",1
"-33.65,150.9",1
"51.35,4.39",1
"-34.63,117.65",1
"-32.02,115.93",1
"49.67,-94.89",1
"52.09,5.09",1
"43.78,-79.33",1
"-33.74,150.95",1
"43.23,-79.91",1
"-6.21,106.91",1
"35.9,-78.94",1
"45.27,-75.76",1
"45.27,-75.75",1
"46.81,-71.24",1
"52.05,4.31",1
"-32.15,115.85",1
"45.38,-74.04",1
"52.44,13.3",1
"-4.39,136.93",1
"45.46,-73.43",1
"-32.28,115.76",1
"43.7,-79.46",1
"-32.28,115.74",1
"-27.5,152.95",1
"-20.7,-48.53",1
"153.01,-30.48",1
"-6.26,106.78",1
"43.9,-78.67",1
"38,-121.85",1
"51.55,4.59",1
"43.72,-81.71",1
"54.66,25.21",1
"43.85,-79.48",1
"54.67,25.21",1
"45.24,-74.12",1
"43.56,-79.73",1
"51.56,4.65",1
"-27.44,152.95",1
"-39.03,174.11",1
"-39.05,174.02",1
"44.24,-79.53",1
"54.92,23.94",1
"54.92,23.93",1
"-27.53,153.03",1
"-37.77,144.96",1
"-33.48,151.36",1
"42.98,-81.23",1
"44.98,-93.3",1
"49.88,-97.19",1
"54.95,23.03",1
